MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price,Zip
DCDC434102,RES,CLS,223 14th Pl NE,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,8/19/2019,Samson Properties (SAMP1),695000,20002
DCDC433980,RES,CLS,1210 19th St NE #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/16/2019,M Squared Real Estate LLC (MSQU1),559900,20002
DCDC433946,RES,CLS,207 V St NE,Washington,"Washington, DC",3,Feb-00,End of Row/Townhouse,8/6/2019,"Long & Foster Real Estate, Inc. (LNG44)",622000,20002
DCDC432852,RES,CLS,1002 Constitution Ave NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,8/9/2019,Compass (COMPS1),950000,20002
DCDC433658,RES,CLS,1433 A St NE #C,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/30/2019,Redfin Corp (REFC3),420000,20002
DCDC433884,RES,CLS,2004 3rd St NE #203,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/5/2019,Compass (COMPS1),318000,20002
DCDC433218,RES,CLS,129 10th St NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,8/26/2019,Coldwell Banker Residential Brokerage (CBRB52),1065000,20002
DCDC433740,RES,CLS,1916 D St NE,Washington,"Washington, DC",3,2,Row/Townhouse,7/2/2019,RE/MAX Excellence Realty (RXER1),580000,20002
DCDC433486,RES,CLS,1321 I St NE,Washington,"Washington, DC",4,4,Row/Townhouse,6/28/2019,Non Subscribing Office (NON1),650000,20002
DCDC433488,RES,CLS,1116 Montello Ave NE,Washington,"Washington, DC",4,2,End of Row/Townhouse,8/21/2019,Keller Williams Capital Properties (KWCP5),535000,20002
DCDC433494,RES,CLS,1156 Abbey Pl NE,Washington,"Washington, DC",3,2,Row/Townhouse,8/9/2019,"4J Real Estate, LLC. (JREALE)",790000,20002
DCDC432794,RES,CLS,1620 Gales St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,8/12/2019,Keller Williams Capital Properties (KWCP1),873000,20002
DCDC433180,RES,CLS,164 Uhland Ter NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/31/2019,Compass (COMPS1),760000,20002
DCDC433316,RES,CLS,1349 Childress St NE,Washington,"Washington, DC",2,1,Row/Townhouse,8/16/2019,"Long & Foster Real Estate, Inc. (LNG1)",495000,20002
DCDC433264,RES,CLS,514 Tennessee Ave NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,8/23/2019,"Long & Foster Real Estate, Inc. (LNG194)",1170000,20002
DCDC433214,RES,CLS,68 15th St NE #68,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,8/1/2019,Washington Fine Properties (WFP7),675000,20002
DCDC433014,RES,CLS,925 K St NE,Washington,"Washington, DC",3,2,Row/Townhouse,8/26/2019,Compass (COMPS1),918500,20002
DCDC432704,RES,CLS,1124 E St NE #C,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,7/30/2019,Keller Williams Capital Properties (KWCP1),445000,20002
DCDC433142,RES,CLS,629 18th St NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,8/2/2019,Compass (COMPS3),477500,20002
DCDC432850,RES,CLS,908 10th St NE,Washington,"Washington, DC",3,2,Row/Townhouse,7/31/2019,Compass (COMPS1),740000,20002
DCDC432996,RES,CLS,405 4th St NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/26/2019,Coldwell Banker Residential Brokerage (CBRB52),819000,20002
DCDC432824,RES,CLS,1916 D St NE,Washington,"Washington, DC",3,2,Row/Townhouse,6/21/2019,Non Subscribing Office (NON1),580000,20002
DCDC432508,RES,CLS,1704-1704 E St NE #4,Washington,"Washington, DC",3,1-Feb,Unit/Flat/Apartment,8/9/2019,Redfin Corp (REFC3),685000,20002
DCDC432496,RES,CLS,429 13th St NE,Washington,"Washington, DC",3,1-Feb,Detached,8/2/2019,Keller Williams Capital Properties (KWCP1),950000,20002
DCDC432488,RES,CLS,324 14th St NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/18/2019,DC Living Real Estate LLC (DCLR1),628000,20002
DCDC431912,RES,CLS,39 U St NE #2,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,8/5/2019,Compass (COMPS1),790000,20002
DCDC432456,RES,CLS,615 15th St NE #5,Washington,"Washington, DC",3,1-Feb,Penthouse Unit/Flat/Apartment,8/30/2019,S&G Realty (SAGG1),725000,20002
DCDC432392,RES,CLS,1125 Park St NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,7/16/2019,Coldwell Banker Residential Brokerage (CBRB106),800000,20002
DCDC432106,RES,CLS,1008 8th St NE,Washington,"Washington, DC",5,3,Row/Townhouse,8/26/2019,Compass (COMPS1),1150000,20002
DCDC430866,RES,CLS,340 15th St NE,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,7/29/2019,Better Homes and Gardens Real Estate Premier (BHG10),985000,20002
DCDC432296,RES,CLS,326 12th St NE #4,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,8/12/2019,Compass (COMPS3),889000,20002
DCDC432088,RES,CLS,1163 Abbey Pl NE,Washington,"Washington, DC",4,2,Twin/Semi-Detached,7/26/2019,Houwzer LLC (55732),800000,20002
DCDC431924,RES,CLS,1350 Maryland Ave NE #515,Washington,"Washington, DC",2,2,Penthouse Unit/Flat/Apartment,7/31/2019,Compass (COMPS2),593000,20002
DCDC431896,RES,CLS,1921 2nd St NE #101,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/12/2019,Compass (COMPS1),490000,20002
DCDC431970,RES,CLS,1831 2nd St NE #505,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/19/2019,Keller Williams Capital Properties (KWCP1),304832,20002
DCDC432208,RES,CLS,508 L St NE #Unit A,Washington,"Washington, DC",3,3,Unit/Flat/Apartment,7/12/2019,"Urban Pace, a Long & Foster Company (URP1)",969900,20002
DCDC432134,RES,CLS,1920 3rd St NE #3,Washington,"Washington, DC",3,2,Unit/Flat/Apartment,8/6/2019,Compass (COMPS1),535000,20002
DCDC431014,RES,CLS,1917 2nd St NE #102,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/19/2019,TTR Sotheby's International Realty (TTRS5),499000,20002
DCDC432068,RES,CLS,506 L St NE,Washington,"Washington, DC",4,1-Apr,Row/Townhouse,7/12/2019,RE/MAX Allegiance (RMAX20),1600000,20002
DCDC431980,RES,CLS,934 4th St NE,Washington,"Washington, DC",2,Jan-00,Row/Townhouse,7/22/2019,Compass (COMPS1),665000,20002
DCDC431126,RES,CLS,2012 D St NE #4,Washington,"Washington, DC",2,3,Unit/Flat/Apartment,8/16/2019,RLAH Real Estate (RLAH4),592000,20002
DCDC431578,RES,CLS,1210 19th St NE #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/27/2019,M Squared Real Estate LLC (MSQU1),535000,20002
DCDC431068,RES,CLS,1009 Massachusetts Ave NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,8/7/2019,Coldwell Banker Residential Brokerage (CBRB52),1295000,20002
DCDC431062,RES,CLS,1007 Massachusetts Ave NE,Washington,"Washington, DC",3,Mar-00,Row/Townhouse,8/7/2019,Coldwell Banker Residential Brokerage (CBRB52),1495000,20002
DCDC431542,RES,CLS,140 Uhland Ter NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,8/20/2019,Price Homes Real Estate (PRIC1),581000,20002
DCDC431470,RES,CLS,115 U St NE #2,Washington,"Washington, DC",2,1-Feb,Penthouse Unit/Flat/Apartment,7/17/2019,Compass (COMPS1),710000,20002
DCDC431404,RES,CLS,2304 2nd St NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,8/22/2019,"SourceOne Realty Group, LLC. (SOUR1)",764000,20002
DCDC431134,RES,CLS,1714 Montello Ave NE,Washington,"Washington, DC",4,3,Row/Townhouse,8/23/2019,RLAH Real Estate (RLAH2),535000,20002
DCDC431328,RES,CLS,811 11th St NE,Washington,"Washington, DC",3,1-Mar,End of Row/Townhouse,7/25/2019,"Long & Foster Real Estate, Inc. (LNG302)",840000,20002
DCDC431182,RES,CLS,1659 Holbrook St NE #3,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,8/20/2019,Fairfax Realty of Tysons (FRX2),351500,20002
DCDC431176,RES,CLS,1659 Holbrook St NE #2,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,8/27/2019,Fairfax Realty of Tysons (FRX2),330000,20002
DCDC431166,RES,CLS,1659 Holbrook St NE #1,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/30/2019,Fairfax Realty of Tysons (FRX2),332000,20002
DCDC431074,RES,CLS,2615 4th St NE #106,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/30/2019,Redfin Corp (REFC3),269000,20002
DCDC429586,RES,CLS,425 13th St NE,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,8/2/2019,"Realty Group, Inc. (RGI1)",1075000,20002
DCDC430712,RES,CLS,1334 E St NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,7/26/2019,"Formant Property Group, LLC (JCF1)",621000,20002
DCDC430710,RES,CLS,318 Rhode Island Ave NE #303,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/31/2019,Keller Williams Capital Properties (KWCP5),299000,20002
DCDC430604,RES,CLS,1101 7th St NE,Washington,"Washington, DC",3,Feb-00,Twin/Semi-Detached,7/26/2019,"Homewise Realty Services, LLC (HWRS1)",650000,20002
DCDC430256,RES,CLS,316 10th St NE,Washington,"Washington, DC",5,Mar-00,Row/Townhouse,7/5/2019,Coldwell Banker Residential Brokerage (CBRB106),1120000,20002
DCDC430096,RES,CLS,1702 West Virginia Ave NE #101,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/24/2019,Redfin Corp (REFC3),302000,20002
DCDC430424,RES,CLS,146 U St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,6/6/2019,Non Subscribing Office (NON1),815000,20002
DCDC430332,RES,CLS,613 A St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,8/2/2019,Keller Williams Capital Properties (KWCP1),1300000,20002
DCDC430414,RES,CLS,1250 Simms Pl NE #4,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/26/2019,CattaWood Spring Realty LLC (CTWR1),306000,20002
DCDC429792,RES,CLS,29 14th St NE #29,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/12/2019,Redfin Corp (REFC3),397500,20002
DCDC430396,RES,CLS,2004 C St NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,8/7/2019,Keller Williams Preferred Properties (KWPP1),799900,20002
DCDC430300,RES,CLS,233 Seaton Pl NE #7,Washington,"Washington, DC",3,1-Feb,Penthouse Unit/Flat/Apartment,8/30/2019,D.S.A. Properties & Investments LLC (DSPR1),814000,20002
DCDC430288,RES,CLS,149 R St NE #1,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/1/2019,Compass (COMPS1),464000,20002
DCDC429872,RES,CLS,1510 N Capitol St NW #401,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,8/7/2019,Compass (COMPS1),660000,20002
DCDC429030,RES,CLS,643 Constitution Ave NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/28/2019,Keller Williams Capital Properties (KWCP1),1415000,20002
DCDC430138,RES,CLS,2208 S St NE,Washington,"Washington, DC",3,2,Detached,7/31/2019,Keller Williams Capital Properties (KWCP1),539900,20002
DCDC429782,RES,CLS,923 5th St NE,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,8/30/2019,Compass (COMPS1),1355000,20002
DCDC430152,RES,CLS,804 Maryland Ave NE,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,7/11/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),921000,20002
DCDC430194,RES,CLS,315 12th St NE #100,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/6/2019,Compass (COMPS2),545000,20002
DCDC430132,RES,CLS,1114 5th St NE,Washington,"Washington, DC",3,2,Row/Townhouse,6/5/2019,"Long & Foster Real Estate, Inc. (LNG338)",650000,20002
DCDC429846,RES,CLS,1321 Constitution Ave NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/26/2019,Compass (COMPS2),1610000,20002
DCDC430126,RES,CLS,1745 L St NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,8/1/2019,XRealty.NET LLC (XRN1),505000,20002
DCDC429982,RES,CLS,509 3rd St NE,Washington,"Washington, DC",3,1-Feb,Detached,7/12/2019,Coldwell Banker Residential Brokerage (CBRB52),1150000,20002
DCDC429682,RES,CLS,2422 Capitol St NW,Washington,"Washington, DC",3,2,Row/Townhouse,7/12/2019,Realty ONE Group Excellence (ROGE1),535000,20002
DCDC429500,RES,CLS,1258 Neal St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,8/12/2019,RLAH Real Estate (RLAH4),885000,20002
DCDC429402,RES,CLS,1228 Oates St NE,Washington,"Washington, DC",3,2,Row/Townhouse,6/21/2019,Compass (COMPS9),575000,20002
DCDC429360,RES,CLS,609 Morris Pl NE,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,7/1/2019,RE/MAX Allegiance (RMAX20),859500,20002
DCDC428286,RES,CLS,821 Massachusetts Ave NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/26/2019,S&G Realty (SAGG1),1295000,20002
DCDC429362,RES,CLS,2615 N Capitol St NE,Washington,"Washington, DC",4,2,Row/Townhouse,7/29/2019,RE/MAX United Real Estate (RMXD1),600000,20002
DCDC428392,RES,CLS,136 Quincy Pl NE #1,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/28/2019,Keller Williams Capital Properties (KWCP1),635000,20002
DCDC428976,RES,CLS,515 G St NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,6/19/2019,RLAH Real Estate (RLAH4),1216000,20002
DCDC428858,RES,CLS,1609 Isherwood St NE #3,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/11/2019,City Chic Real Estate (CHIC1),355000,20002
DCDC428670,RES,CLS,1830 I St NE #2,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/16/2019,Equilibrium Realty LLC (DRCH1),298900,20002
DCDC428586,RES,CLS,222 Justice Ct NE #52,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/18/2019,KW Metro Center (KWR17),495000,20002
DCDC428582,RES,CLS,1415 West Virginia Ave NE,Washington,"Washington, DC",3,1,End of Row/Townhouse,6/5/2019,Taylor Properties (TAYL1),450000,20002
DCDC428538,RES,CLS,1421 Trinidad Ave NE,Washington,"Washington, DC",4,2,Row/Townhouse,8/16/2019,Senate Realty (SENR1),600000,20002
DCDC428142,RES,CLS,2837 4th St NE,Washington,"Washington, DC",2,2,Row/Townhouse,7/15/2019,Compass (COMPS1),501514,20002
DCDC428128,RES,CLS,124 16th St NE,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,8/16/2019,Compass (COMPS6),787000,20002
DCDC428270,RES,CLS,1123 I St NE,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,6/27/2019,"Long & Foster Real Estate, Inc. (LNG194)",720000,20002
DCDC428466,RES,CLS,1623 Lyman Pl NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/28/2019,All Service Real Estate (ALSE1),605000,20002
DCDC428010,RES,CLS,121 13th St NE #202,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/21/2019,"4J Real Estate, LLC. (JREALE)",379900,20002
DCDC427904,RES,CLS,2424 N Capitol St NW,Washington,"Washington, DC",3,2,Row/Townhouse,7/26/2019,Samson Properties (SAMP12),615000,20002
DCDC426218,RES,CLS,834 11th St NE,Washington,"Washington, DC",2,2,End of Row/Townhouse,6/12/2019,Century 21 Redwood Realty (RDWG3),735000,20002
DCDC427396,RES,CLS,708 A St NE,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/27/2019,Coldwell Banker Residential Brokerage (CBRB52),1525000,20002
DCDC427578,RES,CLS,1201 I St NE,Washington,"Washington, DC",3,1-Jan,End of Row/Townhouse,8/12/2019,"Long & Foster Real Estate, Inc. (LNG202)",800000,20002
DCDC427422,RES,CLS,631 Maryland Ave NE,Washington,"Washington, DC",6,1-Mar,Row/Townhouse,7/22/2019,RE/MAX Allegiance (RMAX27),1435000,20002
DCDC427378,RES,CLS,900 11th St NE #2,Washington,"Washington, DC",3,3,End of Row/Townhouse,6/18/2019,TTR Sotheby's International Realty (TTRS5),990000,20002
DCDC426340,RES,CLS,315 Evarts St NE #103,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/21/2019,McEnearney Associates (MCE14),278000,20002
DCDC426188,RES,CLS,232 15th St NE,Washington,"Washington, DC",2,1,Twin/Semi-Detached,6/21/2019,Keller Williams Capital Properties (KWCP1),724100,20002
DCDC427472,RES,CLS,1851 L St NE,Washington,"Washington, DC",2,1,Row/Townhouse,7/25/2019,"Thos D. Walsh, Inc. (TDW1)",490000,20002
DCDC427490,RES,CLS,1912 D St NE,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,8/26/2019,Fairfax Realty Elite (FXR4),555000,20002
DCDC427294,RES,CLS,1231 F St NE,Washington,"Washington, DC",4,2-Mar,Row/Townhouse,6/21/2019,RLAH Real Estate (RLAH4),1290000,20002
DCDC427458,RES,CLS,600 15th St NE,Washington,"Washington, DC",3,1,Row/Townhouse,7/1/2019,RLAH Real Estate (RLAH4),700000,20002
DCDC427158,RES,CLS,1228 D St NE,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/28/2019,Compass (COMPS3),852500,20002
DCDC427126,RES,CLS,1830 H St NE,Washington,"Washington, DC",2,1,Row/Townhouse,6/14/2019,Redfin Corp (REFC3),489000,20002
DCDC427386,RES,CLS,730 11th St NE #102,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/24/2019,Optime Realty (OPMR1),485000,20002
DCDC427106,RES,CLS,411 E St NE,Washington,"Washington, DC",3,2,Row/Townhouse,6/6/2019,"Long & Foster Real Estate, Inc. (LNG194)",962000,20002
DCDC427258,RES,CLS,15 V St NE,Washington,"Washington, DC",5,1-Apr,End of Row/Townhouse,7/8/2019,Keller Williams Capital Properties (KWCP1),1170000,20002
DCDC426832,RES,CLS,646-A/B 9th St NE,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,6/19/2019,Century 21 New Millennium (CENT2001),980000,20002
DCDC426764,RES,CLS,1414 D St NE,Washington,"Washington, DC",3,3,Row/Townhouse,7/1/2019,Keller Williams Capital Properties (KWCP1),755000,20002
DCDC426636,RES,CLS,1229 18th St NE #202,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/25/2019,Coldwell Banker Residential Brokerage (CBRB106),175000,20002
DCDC426952,RES,CLS,38 R St NE,Washington,"Washington, DC",5,1-Feb,Row/Townhouse,7/16/2019,Keller Williams Capital Properties (KWCP1),765000,20002
DCDC426492,RES,CLS,222 17th Pl NE,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,6/12/2019,RE/MAX Allegiance (RMAX20),774000,20002
DCDC426918,RES,CLS,821 W Virginia Ave NE,Washington,"Washington, DC",2,Jan-00,Row/Townhouse,6/28/2019,"Long & Foster Real Estate, Inc. (LNG194)",499900,20002
DCDC426482,RES,CLS,1718 L St NE,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,6/27/2019,"Smart Realty, LLC (CMAR1)",503000,20002
DCDC425794,RES,CLS,1477 A St NE #1477,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/12/2019,RLAH Real Estate (RLAH4),375000,20002
DCDC426436,RES,CLS,819 D St NE #2,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/14/2019,Compass (COMPS1),426000,20002
DCDC426204,RES,CLS,303 Seaton Pl NE #1,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/20/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),340000,20002
DCDC423582,RES,CLS,1240 18th St NE #1,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/21/2019,Keller Williams Realty (KWR8),299700,20002
DCDC426382,RES,CLS,1328 E St NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/24/2019,Compass (COMPS4),877500,20002
DCDC426292,RES,CLS,1504 Capitol St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/28/2019,RE/MAX Allegiance (RMAX20),945500,20002
DCDC425914,RES,CLS,1831 2nd St NE #202,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/2/2019,Redfin Corp (REFC3),405000,20002
DCDC425912,RES,CLS,328 18th St NE,Washington,"Washington, DC",4,Mar-00,Row/Townhouse,6/26/2019,Houwzer LLC (55732),790000,20002
DCDC426022,RES,CLS,18 9th St NE #205,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/14/2019,Compass (COMPS1),355000,20002
DCDC425758,RES,CLS,1211 E St NE,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/22/2019,RE/MAX Allegiance (RMAX20),1250000,20002
DCDC425682,RES,CLS,1236 G St NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/14/2019,Compass (COMPS4),810000,20002
DCDC426090,RES,CLS,421 K St NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/15/2019,Compass (COMPS1),852500,20002
